아라, 58, 182
가파, 51, 143
자바, 56, 151
차타, 84, 169
차가, 80, 173
바타, 66, 180
마바, 57, 162
아자, 58, 174
차마, 75, 174
아사, 62, 193
라바, 53, 155
아카, 69, 157
나자, 91, 173
파차, 89, 145
아사, 67, 149
타사, 57, 179
라타, 94, 158
다하, 66, 180
자카, 43, 172
아하, 91, 168
카마, 87, 165
사차, 73, 169
자카, 83, 140
하마, 99, 151
타다, 61, 196
타다, 76, 185
사타, 87, 183
나카, 86, 169
사카, 57, 185
바카, 62, 153
라차, 98, 158
다라, 90, 149
하다, 91, 175
마사, 43, 159
바나, 95, 188
아마, 92, 195
나하, 83, 147
나사, 79, 171
가다, 67, 188
마가, 82, 189
사다, 78, 142
다차, 55, 195
마가, 69, 155
카자, 99, 180
가다, 55, 157
하카, 64, 199
타가, 73, 140
파가, 77, 190
라라, 87, 152
나사, 50, 180
파카, 77, 198
나타, 75, 182
카다, 46, 158
나아, 93, 165
하자, 49, 195
자사, 96, 186
카바, 97, 171
파아, 83, 189
마사, 67, 182
차파, 75, 170
아마, 73, 152
바파, 48, 181
카바, 40, 152
나마, 70, 175
하마, 90, 141
나마, 59, 199
자사, 55, 145
파자, 77, 182
하라, 65, 151
가차, 50, 190
카마, 86, 180
하다, 73, 148
하마, 68, 155
라파, 72, 163
파라, 83, 165
파차, 80, 195
카사, 82, 176
사타, 62, 155
카바, 74, 168
아파, 90, 196
바다, 75, 180
파라, 49, 181
나파, 43, 155
차차, 44, 194
카나, 49, 197
타바, 49, 176
가사, 69, 143
가아, 88, 147
자타, 88, 191
아바, 54, 142
마자, 48, 187
아다, 62, 198
마마, 76, 187
자다, 95, 158
하마, 50, 168
나파, 97, 159
바아, 56, 181
라타, 67, 146
바타, 79, 182
나타, 52, 158
나타, 87, 151
자타, 97, 141
라하, 55, 168
라라, 63, 183
바가, 43, 158
사다, 52, 154
차바, 54, 149
타가, 99, 158
다다, 51, 179
사아, 64, 184
가하, 41, 159
타바, 84, 167
타라, 71, 178
타카, 94, 157
다라, 70, 148
파자, 74, 175
마파, 44, 147
마사, 67, 146
가가, 61, 157
가다, 65, 170
바라, 88, 172
아파, 74, 195
차파, 56, 188
라타, 96, 163
차바, 85, 162
파다, 96, 174
하파, 66, 179
자다, 43, 191
바바, 41, 178
사아, 45, 163
아하, 97, 157
타다, 51, 154
다차, 81, 163
아타, 61, 140
차차, 67, 177
아타, 85, 165
아사, 47, 167
타자, 53, 182
카카, 45, 188
바아, 54, 191
하아, 69, 181
자파, 92, 145
라카, 95, 172
마나, 71, 159
가아, 86, 194
하자, 53, 144
차차, 56, 172
나라, 93, 155
자아, 69, 160
다하, 40, 145
파아, 64, 177
나카, 93, 186
카타, 91, 161
파타, 73, 141
다가, 48, 159
라마, 50, 163
카나, 79, 158
가자, 63, 174
카가, 90, 146
파파, 66, 180
바파, 63, 141
차가, 61, 191
타사, 64, 159
마타, 55, 162
사타, 84, 141
바파, 97, 145
라아, 60, 146
라라, 83, 194
마아, 78, 148
가가, 60, 165
차파, 59, 174
다차, 43, 191
가자, 74, 161
바타, 58, 166
마다, 44, 169
타가, 54, 199
자카, 87, 160
하다, 62, 186
사타, 97, 157
차타, 43, 174
라하, 83, 168
파아, 62, 158
자차, 90, 156
마사, 90, 159
파마, 68, 197
다카, 66, 192
자마, 87, 148
아라, 58, 195
아가, 85, 140
하아, 89, 192
바마, 81, 141
라하, 42, 185
아타, 97, 143
바나, 88, 157
하하, 58, 181
카카, 79, 190
마하, 86, 165
카자, 85, 193
아가, 86, 171
타가, 48, 180
차하, 62, 192
사가, 70, 151
나카, 61, 146
다자, 77, 181
파가, 54, 162
차하, 92, 187
바마, 60, 153
가라, 41, 159
나바, 52, 172
차타, 77, 198
차자, 71, 162
하파, 62, 195
파카, 50, 169
파하, 71, 189
아가, 90, 184
다사, 81, 194
가마, 73, 177
마가, 62, 154
바아, 75, 150
다바, 76, 191
카차, 73, 176
카타, 65, 177
사나, 94, 191
자카, 48, 179
바사, 49, 192
차타, 70, 184
라다, 62, 176
나차, 57, 191
나가, 52, 168
바아, 78, 186
자마, 74, 144
차다, 72, 167
마바, 89, 166
나차, 44, 164
자마, 95, 181
다타, 73, 168
라카, 48, 173
차하, 75, 158
차자, 80, 167
라파, 40, 183
아하, 42, 189
사타, 99, 149
가나, 43, 199
라타, 43, 186
다아, 65, 167
사다, 53, 153
타라, 64, 168
바나, 76, 150
나아, 66, 141
다사, 52, 191
타타, 66, 172
사사, 92, 152
라가, 61, 141
다타, 99, 194
가카, 82, 170
나마, 81, 173
자마, 63, 186
차마, 65, 182
라나, 59, 143
나다, 68, 148
마카, 52, 152
마차, 77, 149
아파, 82, 140
마타, 72, 158
파타, 84, 172
차사, 43, 184
하차, 78, 174
타파, 63, 161
바카, 73, 178
사타, 70, 172
하하, 47, 147
가사, 42, 160
마나, 64, 163
다바, 55, 144
파사, 58, 142
타카, 67, 169
하하, 80, 185
바카, 47, 160
아사, 73, 176
하바, 68, 178
마파, 42, 150
마가, 55, 162
마아, 54, 160
나바, 71, 161
가다, 50, 146
카하, 47, 189
하사, 49, 155
다아, 86, 166
차타, 78, 150
마카, 97, 194
아타, 82, 192
나카, 84, 161
하라, 77, 145
파바, 74, 171
카나, 71, 150
타다, 77, 148
차차, 58, 168
나카, 60, 158
아카, 64, 171
사나, 80, 194
차차, 53, 180
라차, 80, 189
하타, 49, 165
아라, 91, 183
하마, 95, 159
나바, 71, 192
하아, 88, 182
파바, 69, 165
다타, 70, 163
나파, 69, 179
하가, 75, 148
바차, 60, 179
타파, 64, 148
차하, 94, 159
바카, 64, 147
카사, 55, 150
가가, 97, 141
파사, 52, 182
가바, 47, 146
다가, 87, 172
마마, 40, 170
라하, 81, 161
자바, 68, 144
하파, 77, 184
차가, 67, 180
바차, 43, 176
라다, 78, 193
타아, 64, 185
타자, 44, 143
가가, 82, 184
파가, 55, 186
다마, 53, 188
하사, 78, 194
사마, 58, 197
타사, 52, 152
사라, 73, 177
차다, 46, 167
아다, 57, 141
라카, 83, 175
바타, 69, 173
다나, 50, 157
타카, 89, 159
파차, 56, 146
나라, 96, 144
아라, 96, 175
카하, 82, 151
가바, 42, 191
바바, 47, 179
마자, 73, 168
가아, 71, 192
아자, 96, 172
하타, 50, 195
다카, 97, 156
아아, 98, 178
바파, 92, 165
타나, 61, 167
라타, 44, 178
카차, 69, 180
가카, 63, 178
파마, 71, 164
라마, 74, 195
바하, 82, 164
카아, 83, 197
사카, 55, 198
바가, 51, 151
사하, 98, 177
마마, 90, 169
차라, 83, 183
라가, 97, 167
타카, 90, 189
다가, 59, 151
마타, 76, 164
다가, 99, 197
파타, 83, 152
타하, 90, 170
다자, 93, 156
나바, 94, 167
나자, 60, 186
다마, 83, 197
바타, 73, 180
아자, 68, 174
마자, 58, 146
사나, 88, 163
다라, 96, 164
나파, 79, 150
다가, 59, 175
아차, 50, 182
차사, 97, 148
라파, 69, 170
다라, 77, 193
자바, 95, 189
아차, 46, 151
타라, 55, 183
자타, 62, 169
타사, 46, 196
자가, 77, 149
바사, 97, 193
자자, 91, 143
나아, 88, 165
카바, 95, 146
하나, 67, 171
라사, 50, 142
라타, 44, 189
파바, 94, 186
나아, 88, 152
마아, 58, 158
라카, 52, 165
파카, 80, 150
하아, 73, 150
아차, 60, 147
아자, 49, 194
마라, 77, 198
사바, 41, 147
다아, 80, 179
가카, 51, 188
사라, 73, 171
아마, 48, 193
카나, 74, 159
바카, 70, 180
마라, 41, 158
타나, 41, 185
마라, 63, 173
타카, 40, 156
라가, 53, 148
자사, 85, 173
타가, 46, 176
마바, 96, 169
라카, 83, 194
타하, 70, 187
나파, 41, 183
카나, 90, 160
아파, 73, 191
가사, 91, 191
라카, 59, 177
나카, 61, 147
파나, 58, 194
아타, 55, 142
가파, 47, 143
사차, 74, 161
다가, 87, 198
바자, 73, 182
파카, 68, 194
가나, 57, 185
라가, 54, 187
마아, 82, 143
자자, 57, 149
차자, 78, 140
타바, 43, 151
타카, 64, 183
자라, 80, 180
하자, 63, 166
라파, 47, 189
다파, 97, 161
나나, 48, 192
사라, 91, 194
마자, 41, 154
바하, 62, 189
마차, 49, 166
타마, 57, 143
타아, 87, 165
카마, 61, 169
마하, 59, 163
나가, 41, 199
파가, 71, 155
카차, 56, 140
마차, 41, 152
사카, 54, 168
라차, 88, 177
하타, 59, 147
파가, 67, 192
파파, 54, 159
사라, 74, 187
자차, 75, 143
바나, 86, 192
카나, 76, 161
파아, 72, 178
바다, 97, 185
파라, 59, 172
자차, 92, 169
타하, 63, 164
바다, 78, 154
타타, 71, 162
바파, 75, 147
나다, 79, 164
파차, 68, 146
라다, 64, 154
마마, 92, 178
사타, 99, 182
나하, 69, 148
사라, 64, 166
마다, 55, 172
하사, 82, 152
가마, 50, 174
사가, 81, 180
하타, 89, 149
자다, 90, 192
다하, 51, 160
사다, 96, 162
아아, 40, 197
나다, 62, 147
자파, 52, 192
파차, 58, 141
자타, 44, 150
사하, 59, 152
가마, 80, 164
타자, 55, 158
차타, 67, 166
사파, 72, 166
아라, 49, 158
나자, 59, 144
카나, 86, 150
카마, 61, 162
나카, 79, 166
하아, 60, 150
카마, 98, 174
바아, 61, 162
나바, 61, 161
바하, 60, 186
자자, 56, 161
차타, 68, 197
나하, 74, 197
차파, 87, 189
아아, 44, 160
가차, 66, 143
아아, 66, 158
파아, 80, 196
마카, 90, 173
아타, 40, 147
바차, 45, 172
파가, 77, 158
나사, 71, 146
하차, 83, 167
다다, 87, 185
나타, 90, 148
자나, 59, 188
나차, 96, 149
하바, 56, 162
아타, 76, 197
라자, 41, 184
